transaction_id,customer_id,product_id,amount,transaction_date
T1446479,C00085,P0012,170.28,2025-05-23 06:43:00
T5986595,C00026,P0038,74.73,2025-05-23 20:49:00
T7151260,C00099,P0040,81.52,2025-05-23 20:24:00
T1541210,C00090,P0008,433.27,2025-05-23 09:06:00
T3735561,C00030,P0048,167.41,2025-05-23 01:17:00
T5364141,C00030,P0035,114.28,2025-05-23 10:22:00
T3391379,C00024,P0018,174.6,2025-05-23 15:11:00
T9481947,C00026,P0037,490.38,2025-05-23 13:30:00
T2224043,C00043,P0033,93.62,2025-05-23 14:41:00
T8019478,C00021,P0049,379.13,2025-05-23 10:03:00
T9831712,C00014,P0018,306.68,2025-05-23 13:58:00
T4051245,C00020,P0044,296.65,2025-05-23 02:42:00
T8222679,C00087,P0021,129.16,2025-05-23 21:49:00
T2327507,C00026,P0025,424.89,2025-05-23 13:07:00
T9608415,C00049,P0012,156.09,2025-05-23 08:44:00
T3594792,C00031,P0040,407.22,2025-05-23 16:15:00
T9612040,C00007,P0035,369.42,2025-05-23 14:16:00
T7507319,C00099,P0009,481.19,2025-05-23 04:31:00
T5416439,C00068,P0029,53.46,2025-05-23 17:52:00
T5454674,C00058,P0012,161.13,2025-05-23 11:59:00
T1642137,C00035,P0027,312.54,2025-05-23 02:37:00
T3528468,C00006,P0047,343.0,2025-05-23 17:47:00
T7099073,C00074,P0038,56.23,2025-05-23 23:38:00
T4437840,C00042,P0008,430.6,2025-05-23 17:41:00
T5410357,C00097,P0010,301.52,2025-05-23 21:58:00
T9389750,C00037,P0026,418.1,2025-05-23 05:25:00
T9406757,C00031,P0009,433.96,2025-05-23 19:50:00
T9185438,C00090,P0047,449.61,2025-05-23 21:47:00
T7548298,C00072,P0049,104.23,2025-05-23 05:41:00
T8240559,C00075,P0028,57.19,2025-05-23 07:09:00
T5295887,C00085,P0020,17.11,2025-05-23 13:22:00
T1565516,C00095,P0041,183.11,2025-05-23 08:23:00
T6501481,C00071,P0038,200.0,2025-05-23 11:32:00
T6242532,C00064,P0004,174.69,2025-05-23 20:18:00
T2297124,C00063,P0020,438.05,2025-05-23 23:06:00
T8178483,C00037,P0039,402.22,2025-05-23 23:17:00
T5471288,C00100,P0029,224.53,2025-05-23 15:50:00
T3147231,C00096,P0049,387.95,2025-05-23 22:36:00
T9837283,C00074,P0012,210.99,2025-05-23 23:50:00
T2272728,C00020,P0042,257.11,2025-05-23 08:28:00
T6270736,C00027,P0042,88.81,2025-05-23 14:04:00
T7244707,C00035,P0023,27.2,2025-05-23 19:01:00
T1590244,C00027,P0049,139.59,2025-05-23 11:05:00
T5737075,C00099,P0034,163.74,2025-05-23 00:02:00
T1273308,C00070,P0001,212.81,2025-05-23 21:10:00
T7905374,C00019,P0049,305.52,2025-05-23 09:40:00
T3166927,C00041,P0028,252.72,2025-05-23 08:24:00
T4924629,C00028,P0040,204.5,2025-05-23 13:01:00
T6435416,C00088,P0047,280.22,2025-05-23 09:13:00
T7015273,C00032,P0007,291.32,2025-05-23 14:54:00
T8184090,C00062,P0040,465.59,2025-05-23 13:24:00
T6261036,C00050,P0026,282.27,2025-05-23 10:26:00
T1721716,C00093,P0037,85.04,2025-05-23 12:10:00
T5976120,C00060,P0037,52.75,2025-05-23 00:12:00
T8040813,C00079,P0019,340.05,2025-05-23 20:44:00
T8593288,C00063,P0011,205.97,2025-05-23 23:32:00
T9548292,C00083,P0050,375.53,2025-05-23 04:29:00
T4648085,C00093,P0001,301.85,2025-05-23 18:14:00
T5376842,C00035,P0022,409.7,2025-05-23 15:35:00
T6148328,C00032,P0023,372.24,2025-05-23 11:21:00
T6711361,C00043,P0007,15.64,2025-05-23 19:41:00
T5944900,C00046,P0008,329.6,2025-05-23 01:32:00
T2622325,C00039,P0026,432.78,2025-05-23 00:42:00
T5861992,C00030,P0003,466.82,2025-05-23 10:36:00
T6832591,C00050,P0020,327.7,2025-05-23 22:41:00
T1252116,C00056,P0007,293.11,2025-05-23 19:20:00
T1252941,C00067,P0031,125.19,2025-05-23 09:19:00
T4871751,C00042,P0032,216.27,2025-05-23 03:00:00
T8240593,C00028,P0002,29.86,2025-05-23 07:22:00
T3145045,C00079,P0045,69.87,2025-05-23 13:22:00
T3099317,C00007,P0013,44.57,2025-05-23 05:08:00
T7860717,C00061,P0010,263.69,2025-05-23 17:41:00
T4232208,C00065,P0050,456.93,2025-05-23 01:16:00
T7410869,C00039,P0024,308.3,2025-05-23 19:09:00
T4794720,C00012,P0014,219.21,2025-05-23 06:02:00
T2950724,C00035,P0023,48.81,2025-05-23 15:25:00
T2605934,C00087,P0007,209.29,2025-05-23 02:49:00
T7010699,C00010,P0026,104.94,2025-05-23 22:01:00
T5744239,C00070,P0039,431.09,2025-05-23 00:07:00
T8907353,C00056,P0015,158.75,2025-05-23 11:28:00
T1784734,C00045,P0021,273.8,2025-05-23 01:25:00
T1921327,C00004,P0028,90.59,2025-05-23 20:16:00
T5317944,C00072,P0034,113.51,2025-05-23 14:04:00
T9100972,C00068,P0003,177.48,2025-05-23 14:39:00
T6946178,C00093,P0047,196.2,2025-05-23 06:49:00
T3408720,C00025,P0040,55.8,2025-05-23 17:13:00
T6346451,C00070,P0037,471.26,2025-05-23 09:18:00
T9985085,C00010,P0031,451.14,2025-05-23 20:35:00
T7190128,C00094,P0015,271.98,2025-05-23 19:57:00
T3512503,C00024,P0027,450.54,2025-05-23 12:42:00
T1464486,C00065,P0045,354.39,2025-05-23 12:32:00
T9974455,C00090,P0031,125.36,2025-05-23 08:37:00
T7888844,C00091,P0011,174.48,2025-05-23 16:56:00
T5190280,C00094,P0029,296.97,2025-05-23 03:02:00
T1917285,C00020,P0018,323.4,2025-05-23 21:21:00
T8188828,C00014,P0042,209.08,2025-05-23 07:37:00
T9127537,C00019,P0010,215.58,2025-05-23 04:05:00
T8010351,C00100,P0020,436.73,2025-05-23 16:24:00
T9309119,C00053,P0010,91.33,2025-05-23 16:45:00
T5420231,C00091,P0026,120.29,2025-05-23 06:25:00
T2243055,C00005,P0037,164.2,2025-05-23 11:43:00
T6960437,C00051,P0006,213.59,2025-05-23 03:09:00
T9922928,C00003,P0016,315.12,2025-05-23 20:52:00
T8149393,C00020,P0035,197.31,2025-05-23 16:14:00
T6115286,C00090,P0023,299.92,2025-05-23 01:55:00
T5103916,C00074,P0048,441.52,2025-05-23 18:04:00
T6636560,C00082,P0043,43.28,2025-05-23 03:42:00
T5822772,C00072,P0036,438.38,2025-05-23 14:35:00
T6702318,C00066,P0045,183.3,2025-05-23 08:14:00
T7580541,C00030,P0021,142.3,2025-05-23 11:01:00
T4830300,C00094,P0007,237.75,2025-05-23 21:08:00
T4813779,C00046,P0047,108.45,2025-05-23 10:01:00
T3101504,C00014,P0039,372.68,2025-05-23 06:51:00
T6971862,C00040,P0046,254.76,2025-05-23 16:06:00
T9487807,C00092,P0032,420.41,2025-05-23 17:17:00
T8631143,C00013,P0033,234.53,2025-05-23 23:13:00
T9769626,C00020,P0005,94.32,2025-05-23 21:06:00
T3364444,C00041,P0027,99.15,2025-05-23 18:58:00
T8313237,C00083,P0019,499.85,2025-05-23 07:27:00
T4986120,C00025,P0048,298.26,2025-05-23 20:49:00
T3338097,C00072,P0014,390.09,2025-05-23 13:46:00
T8581832,C00059,P0014,416.58,2025-05-23 03:12:00
T8557683,C00033,P0041,202.03,2025-05-23 19:05:00
T1783772,C00058,P0014,68.62,2025-05-23 02:15:00
T3728068,C00022,P0003,38.01,2025-05-23 04:22:00
T5875811,C00029,P0006,497.17,2025-05-23 06:46:00
T8577726,C00002,P0041,46.85,2025-05-23 22:22:00
T3225727,C00022,P0002,141.56,2025-05-23 03:15:00
T7713057,C00080,P0050,222.08,2025-05-23 05:55:00
T8099238,C00046,P0034,469.77,2025-05-23 20:32:00
T1794909,C00050,P0025,410.59,2025-05-23 08:19:00
T4890378,C00031,P0034,72.34,2025-05-23 04:23:00
T5309626,C00040,P0047,340.47,2025-05-23 14:17:00
T7256380,C00044,P0007,244.84,2025-05-23 14:11:00
T7200858,C00031,P0021,314.73,2025-05-23 19:14:00
T9243144,C00056,P0044,141.05,2025-05-23 06:05:00
T8441909,C00001,P0018,106.11,2025-05-23 03:11:00
T8424951,C00087,P0015,153.87,2025-05-23 01:05:00
T1158846,C00067,P0006,378.5,2025-05-23 20:23:00
T4815459,C00001,P0024,357.84,2025-05-23 06:02:00
T7958825,C00059,P0050,166.62,2025-05-23 02:01:00
T1412954,C00020,P0020,399.37,2025-05-23 04:16:00
T3804218,C00023,P0020,421.33,2025-05-23 16:02:00
T8342733,C00025,P0018,440.34,2025-05-23 00:27:00
T4439645,C00086,P0015,321.5,2025-05-23 23:35:00
T7593432,C00100,P0011,59.99,2025-05-23 06:23:00
T4700142,C00033,P0024,380.45,2025-05-23 12:15:00
T7432604,C00086,P0007,309.97,2025-05-23 14:13:00
T1786859,C00019,P0030,254.04,2025-05-23 16:45:00
T6968344,C00041,P0009,60.29,2025-05-23 11:43:00
T3957048,C00031,P0041,255.53,2025-05-23 22:49:00
T1663378,C00047,P0011,40.46,2025-05-23 14:58:00
T4787340,C00052,P0028,86.34,2025-05-23 19:54:00
T1861648,C00002,P0027,400.68,2025-05-23 06:56:00
T5197253,C00038,P0019,231.85,2025-05-23 05:02:00
T7865461,C00059,P0046,473.42,2025-05-23 16:03:00
T4657701,C00073,P0035,306.39,2025-05-23 14:51:00
T5853095,C00031,P0043,154.12,2025-05-23 06:30:00
T9796657,C00018,P0004,80.15,2025-05-23 16:55:00
T8970720,C00075,P0010,36.32,2025-05-23 19:06:00
T5064611,C00066,P0050,292.63,2025-05-23 04:05:00
T3494989,C00037,P0034,22.92,2025-05-23 23:30:00
T8038285,C00027,P0048,233.06,2025-05-23 05:11:00
T1917357,C00006,P0016,358.56,2025-05-23 18:43:00
T6481803,C00077,P0045,293.59,2025-05-23 22:53:00
T4719995,C00095,P0036,266.03,2025-05-23 12:34:00
T8436757,C00075,P0031,445.82,2025-05-23 12:36:00
T2636420,C00049,P0047,316.08,2025-05-23 15:55:00
T2985036,C00051,P0021,385.78,2025-05-23 07:06:00
T8033297,C00003,P0013,215.01,2025-05-23 02:45:00
T7029192,C00047,P0028,388.46,2025-05-23 10:24:00
T4890037,C00010,P0028,378.1,2025-05-23 06:12:00
T3959263,C00051,P0023,320.48,2025-05-23 21:24:00
T7829085,C00055,P0048,244.36,2025-05-23 06:18:00
T4219700,C00080,P0019,471.5,2025-05-23 17:58:00
T4562096,C00059,P0050,164.03,2025-05-23 11:37:00
T7754444,C00084,P0027,247.14,2025-05-23 06:58:00
T6760457,C00040,P0017,271.75,2025-05-23 23:46:00
T8822040,C00064,P0044,223.23,2025-05-23 00:06:00
T6476063,C00034,P0024,343.29,2025-05-23 20:02:00
T2874419,C00090,P0044,174.36,2025-05-23 16:06:00
T2712036,C00039,P0014,447.39,2025-05-23 09:09:00
T6475827,C00090,P0009,175.5,2025-05-23 00:23:00
T7154791,C00005,P0016,334.58,2025-05-23 06:29:00
T9696294,C00018,P0028,496.9,2025-05-23 11:43:00
T6294505,C00079,P0006,84.35,2025-05-23 21:58:00
T2301253,C00027,P0039,172.67,2025-05-23 16:52:00
T5219887,C00094,P0001,38.62,2025-05-23 10:04:00
T8315216,C00036,P0013,117.69,2025-05-23 10:26:00
T4891762,C00096,P0030,474.91,2025-05-23 21:23:00
T6025992,C00084,P0047,130.75,2025-05-23 19:29:00
T2019846,C00040,P0023,90.44,2025-05-23 16:48:00
T8756579,C00060,P0047,122.73,2025-05-23 09:29:00
T8095467,C00045,P0035,441.62,2025-05-23 05:40:00
T7534080,C00070,P0016,131.9,2025-05-23 06:57:00
T7918365,C00023,P0038,233.27,2025-05-23 19:26:00
T2660685,C00014,P0016,81.44,2025-05-23 15:24:00
T7194528,C00021,P0008,112.53,2025-05-23 17:43:00
T6794169,C00032,P0017,28.07,2025-05-23 02:02:00
T2101190,C00067,P0024,44.45,2025-05-23 02:43:00
T2309353,C00032,P0018,234.3,2025-05-23 17:42:00
T4911218,C00068,P0008,57.98,2025-05-23 13:36:00
T9617579,C00064,P0035,50.3,2025-05-23 04:39:00
T7311395,C00047,P0025,117.16,2025-05-23 10:48:00
T7484935,C00073,P0046,220.64,2025-05-23 18:14:00
T5106255,C00041,P0006,143.36,2025-05-23 10:39:00
T3418856,C00089,P0005,193.89,2025-05-23 20:23:00
T9462814,C00022,P0032,369.42,2025-05-23 13:47:00
T7783974,C00059,P0008,340.5,2025-05-23 10:10:00
T7086051,C00095,P0037,417.3,2025-05-23 22:33:00
T9026916,C00071,P0043,426.18,2025-05-23 09:01:00
T7184462,C00028,P0007,400.77,2025-05-23 21:05:00
T6550023,C00053,P0040,361.83,2025-05-23 12:40:00
T9537221,C00018,P0012,195.12,2025-05-23 20:56:00
T6942068,C00078,P0047,58.68,2025-05-23 21:46:00
T7493472,C00083,P0032,473.59,2025-05-23 16:31:00
T2923668,C00010,P0002,125.22,2025-05-23 09:52:00
T5824232,C00059,P0044,291.83,2025-05-23 21:14:00
T9999782,C00031,P0045,382.24,2025-05-23 23:04:00
T8398620,C00034,P0039,455.34,2025-05-23 17:16:00
T4561647,C00072,P0027,282.42,2025-05-23 19:33:00
T1963955,C00076,P0015,453.31,2025-05-23 14:24:00
T9971216,C00028,P0045,144.41,2025-05-23 08:36:00
T1033215,C00004,P0013,370.23,2025-05-23 14:45:00
T4066320,C00006,P0001,136.62,2025-05-23 19:10:00
T6126653,C00060,P0044,120.52,2025-05-23 05:40:00
T7585069,C00079,P0002,73.26,2025-05-23 11:01:00
T7783244,C00068,P0001,179.0,2025-05-23 07:21:00
T2930179,C00003,P0046,16.5,2025-05-23 00:36:00
T5723742,C00037,P0038,174.76,2025-05-23 12:33:00
T8918938,C00052,P0018,58.06,2025-05-23 17:53:00
T1612489,C00006,P0001,305.39,2025-05-23 20:10:00
T1492669,C00036,P0036,317.12,2025-05-23 10:41:00
T5563101,C00093,P0041,272.46,2025-05-23 21:02:00
T1056350,C00089,P0036,115.96,2025-05-23 04:55:00
T5729619,C00067,P0013,421.25,2025-05-23 12:50:00
T7093919,C00075,P0002,150.29,2025-05-23 20:19:00
T1100413,C00010,P0047,183.42,2025-05-23 14:27:00
T9678952,C00045,P0036,356.98,2025-05-23 02:20:00
T2826319,C00012,P0017,179.69,2025-05-23 00:28:00
T1917437,C00038,P0017,19.96,2025-05-23 06:11:00
T1535139,C00030,P0035,462.21,2025-05-23 13:13:00
T8906428,C00065,P0032,498.45,2025-05-23 17:47:00
T4188039,C00016,P0038,494.05,2025-05-23 07:50:00
T2054000,C00033,P0026,492.61,2025-05-23 09:36:00
T4194364,C00091,P0013,424.85,2025-05-23 13:36:00
T8932758,C00027,P0038,25.47,2025-05-23 06:55:00
T3870349,C00073,P0029,161.52,2025-05-23 12:40:00
T2873490,C00063,P0018,339.58,2025-05-23 09:53:00
T1106011,C00063,P0001,47.21,2025-05-23 02:36:00
T9574036,C00010,P0044,129.3,2025-05-23 17:02:00
T4976151,C00017,P0030,320.6,2025-05-23 20:27:00
T9481461,C00087,P0044,401.09,2025-05-23 15:21:00
T8265467,C00048,P0049,253.86,2025-05-23 16:00:00
T4220536,C00022,P0038,424.56,2025-05-23 00:18:00
T5121423,C00075,P0042,469.53,2025-05-23 10:24:00
T6956658,C00095,P0033,390.25,2025-05-23 15:46:00
T9811014,C00020,P0011,159.77,2025-05-23 15:24:00
T6716627,C00024,P0030,264.11,2025-05-23 16:51:00
T9215038,C00029,P0009,425.06,2025-05-23 22:38:00
T4816361,C00073,P0019,453.26,2025-05-23 22:40:00
T7053276,C00008,P0027,300.08,2025-05-23 18:25:00
T9493839,C00018,P0030,210.52,2025-05-23 16:31:00
T2161325,C00073,P0032,89.01,2025-05-23 01:01:00
T8520438,C00053,P0003,184.7,2025-05-23 08:23:00
T6755310,C00057,P0023,197.49,2025-05-23 13:32:00
T8189737,C00028,P0006,477.07,2025-05-23 03:52:00
T4120316,C00040,P0039,88.65,2025-05-23 04:45:00
T4208157,C00037,P0004,464.88,2025-05-23 06:43:00
T8249466,C00088,P0022,60.65,2025-05-23 06:14:00
T7356296,C00004,P0033,479.54,2025-05-23 21:25:00
T8203593,C00089,P0044,373.53,2025-05-23 08:06:00
T3646116,C00056,P0026,234.26,2025-05-23 22:52:00
T3494494,C00052,P0007,496.16,2025-05-23 22:08:00
T2749063,C00079,P0023,494.86,2025-05-23 13:32:00
T2720544,C00025,P0004,324.14,2025-05-23 03:47:00
T7034169,C00046,P0037,310.14,2025-05-23 03:05:00
T5739692,C00085,P0050,490.57,2025-05-23 12:53:00
T5679441,C00069,P0031,363.06,2025-05-23 13:08:00
T9232445,C00022,P0033,195.51,2025-05-23 09:49:00
T7361078,C00028,P0023,100.65,2025-05-23 14:04:00
T8743387,C00092,P0035,463.37,2025-05-23 09:48:00
T8009917,C00009,P0042,157.22,2025-05-23 12:13:00
T7883701,C00042,P0017,109.79,2025-05-23 05:51:00
T9087744,C00018,P0014,163.93,2025-05-23 18:20:00
T8808986,C00026,P0024,330.22,2025-05-23 14:16:00
T2664015,C00067,P0045,101.24,2025-05-23 11:55:00
T2434127,C00084,P0041,221.44,2025-05-23 09:47:00
T7677469,C00100,P0044,302.54,2025-05-23 03:18:00
T3623503,C00041,P0023,106.37,2025-05-23 14:20:00
T6716971,C00045,P0018,366.41,2025-05-23 11:52:00
T8556746,C00071,P0026,338.0,2025-05-23 20:49:00
T9050055,C00031,P0032,367.77,2025-05-23 08:28:00
T9301219,C00075,P0025,414.38,2025-05-23 00:18:00
T8080192,C00071,P0004,373.56,2025-05-23 10:07:00
T5527425,C00090,P0010,300.03,2025-05-23 04:33:00
T8272111,C00036,P0050,424.67,2025-05-23 22:49:00
T5517079,C00071,P0025,239.46,2025-05-23 04:53:00
T6867305,C00037,P0012,62.46,2025-05-23 05:16:00
T6413069,C00052,P0030,401.12,2025-05-23 01:24:00
T2933534,C00089,P0043,197.33,2025-05-23 13:49:00
T8631294,C00016,P0016,298.72,2025-05-23 17:28:00
T5014004,C00099,P0046,111.36,2025-05-23 17:26:00
T6788265,C00059,P0036,41.44,2025-05-23 20:59:00
T7704695,C00007,P0019,147.92,2025-05-23 06:55:00
T9455593,C00024,P0034,308.84,2025-05-23 21:35:00
T1578515,C00018,P0001,486.23,2025-05-23 02:16:00
T4596839,C00090,P0020,49.63,2025-05-23 13:14:00
T1761897,C00002,P0045,249.9,2025-05-23 18:15:00
T7428514,C00031,P0033,118.71,2025-05-23 16:45:00
T5767574,C00085,P0021,415.47,2025-05-23 18:06:00
T9002236,C00073,P0020,330.46,2025-05-23 03:38:00
T5603393,C00034,P0018,50.22,2025-05-23 15:39:00
T3480911,C00055,P0007,485.26,2025-05-23 08:48:00
