transaction_id,customer_id,product_id,amount,transaction_date
T1569557,C00004,P0046,101.94,2025-05-20 12:45:00
T2857979,C00007,P0023,302.36,2025-05-20 00:01:00
T8681153,C00002,P0015,430.96,2025-05-20 21:13:00
T6627776,C00057,P0027,276.33,2025-05-20 16:25:00
T1315891,C00070,P0010,444.62,2025-05-20 08:07:00
T8349903,C00099,P0040,275.75,2025-05-20 13:42:00
T1819891,C00055,P0045,191.64,2025-05-20 08:02:00
T1671438,C00031,P0027,457.99,2025-05-20 09:35:00
T5724434,C00070,P0005,268.73,2025-05-20 01:27:00
T8256033,C00021,P0012,253.21,2025-05-20 01:25:00
T5008513,C00010,P0032,93.17,2025-05-20 01:04:00
T6523050,C00044,P0039,259.41,2025-05-20 01:19:00
T5810702,C00057,P0015,204.92,2025-05-20 18:07:00
T5978213,C00088,P0008,64.64,2025-05-20 09:44:00
T9124961,C00058,P0001,246.53,2025-05-20 01:48:00
T8221643,C00081,P0040,339.47,2025-05-20 16:57:00
T8478315,C00061,P0006,148.28,2025-05-20 08:31:00
T2454143,C00040,P0038,295.04,2025-05-20 17:24:00
T1407548,C00071,P0035,183.98,2025-05-20 09:09:00
T6907303,C00025,P0039,146.71,2025-05-20 13:06:00
T4974364,C00078,P0043,143.26,2025-05-20 22:34:00
T2803120,C00016,P0043,157.75,2025-05-20 14:16:00
T8572919,C00036,P0006,77.21,2025-05-20 21:16:00
T2258838,C00097,P0002,26.62,2025-05-20 12:00:00
T1733544,C00036,P0047,375.9,2025-05-20 11:07:00
T3479947,C00071,P0013,474.46,2025-05-20 02:45:00
T3140383,C00046,P0029,300.73,2025-05-20 05:11:00
T4949463,C00040,P0045,321.53,2025-05-20 08:01:00
T1794732,C00086,P0003,229.58,2025-05-20 04:47:00
T2782317,C00022,P0006,287.28,2025-05-20 14:51:00
T4518721,C00035,P0029,163.1,2025-05-20 17:16:00
T5186635,C00054,P0012,227.69,2025-05-20 17:07:00
T4513235,C00089,P0018,448.72,2025-05-20 05:28:00
T5281903,C00079,P0041,331.85,2025-05-20 15:55:00
T1304056,C00005,P0029,174.8,2025-05-20 17:55:00
T9310526,C00077,P0020,454.18,2025-05-20 00:10:00
T2631698,C00063,P0050,54.82,2025-05-20 08:32:00
T2846278,C00066,P0036,352.64,2025-05-20 19:09:00
T2536786,C00002,P0027,148.35,2025-05-20 05:24:00
T3366570,C00091,P0014,99.53,2025-05-20 09:36:00
T4830634,C00008,P0045,168.02,2025-05-20 12:46:00
T1812167,C00100,P0010,107.21,2025-05-20 09:45:00
T5615815,C00041,P0019,463.53,2025-05-20 22:05:00
T8968618,C00035,P0008,96.16,2025-05-20 03:58:00
T3216724,C00098,P0036,411.69,2025-05-20 10:38:00
T4138553,C00054,P0027,267.24,2025-05-20 01:12:00
T6032965,C00074,P0044,84.19,2025-05-20 15:04:00
T7767866,C00037,P0043,52.0,2025-05-20 08:16:00
T8833821,C00023,P0014,483.81,2025-05-20 01:02:00
T6345294,C00089,P0043,302.65,2025-05-20 09:38:00
T3436494,C00022,P0040,201.1,2025-05-20 10:15:00
T6762059,C00043,P0011,24.56,2025-05-20 07:34:00
T6519508,C00055,P0007,181.07,2025-05-20 15:38:00
T6128439,C00031,P0027,60.04,2025-05-20 18:20:00
T5326097,C00002,P0035,314.61,2025-05-20 20:25:00
T5156361,C00004,P0043,210.88,2025-05-20 20:23:00
T4675854,C00091,P0002,446.07,2025-05-20 19:08:00
T6563449,C00055,P0033,261.59,2025-05-20 07:26:00
T1756481,C00005,P0002,255.17,2025-05-20 07:21:00
T2637338,C00001,P0016,161.95,2025-05-20 16:02:00
T9115142,C00031,P0050,135.79,2025-05-20 01:11:00
T3001749,C00081,P0016,209.18,2025-05-20 05:25:00
T9826336,C00090,P0014,372.6,2025-05-20 20:12:00
T5173057,C00081,P0040,71.99,2025-05-20 04:24:00
T8738633,C00008,P0010,248.12,2025-05-20 21:48:00
T1094759,C00090,P0009,138.38,2025-05-20 14:16:00
T3884965,C00072,P0006,228.24,2025-05-20 19:59:00
T3151802,C00056,P0049,436.09,2025-05-20 16:23:00
T9926072,C00055,P0019,65.41,2025-05-20 22:44:00
T1769424,C00078,P0043,377.17,2025-05-20 22:04:00
T7622900,C00060,P0047,443.93,2025-05-20 09:30:00
T6866108,C00083,P0007,75.18,2025-05-20 14:37:00
T1188724,C00047,P0039,175.41,2025-05-20 21:29:00
T4873972,C00076,P0004,272.45,2025-05-20 16:40:00
T1787955,C00013,P0011,220.21,2025-05-20 20:12:00
T8913724,C00078,P0023,119.01,2025-05-20 17:16:00
T5329595,C00089,P0016,20.56,2025-05-20 22:28:00
T2557586,C00059,P0007,349.97,2025-05-20 13:29:00
T3349650,C00064,P0010,93.86,2025-05-20 13:17:00
T1319961,C00056,P0040,345.18,2025-05-20 17:07:00
T5461853,C00022,P0042,466.18,2025-05-20 11:51:00
T1136501,C00003,P0037,183.31,2025-05-20 05:05:00
T8819232,C00069,P0039,279.42,2025-05-20 07:16:00
T4629462,C00014,P0016,323.38,2025-05-20 18:38:00
T9516903,C00071,P0048,280.88,2025-05-20 21:13:00
T7933203,C00088,P0027,493.24,2025-05-20 23:38:00
T3917327,C00075,P0036,186.13,2025-05-20 00:58:00
T4810193,C00026,P0012,428.57,2025-05-20 00:06:00
T9745942,C00047,P0020,287.69,2025-05-20 21:59:00
T5511621,C00001,P0007,436.95,2025-05-20 05:42:00
T6324062,C00044,P0038,187.98,2025-05-20 07:49:00
T9374406,C00023,P0020,197.83,2025-05-20 11:49:00
T5710001,C00028,P0005,21.26,2025-05-20 11:50:00
T2160089,C00053,P0019,398.58,2025-05-20 00:34:00
T6794969,C00084,P0022,346.09,2025-05-20 12:34:00
T4614855,C00032,P0026,234.71,2025-05-20 03:55:00
T8657272,C00010,P0017,280.38,2025-05-20 00:13:00
T4275428,C00039,P0016,345.15,2025-05-20 00:06:00
T4124213,C00048,P0024,458.17,2025-05-20 05:49:00
T4555935,C00052,P0005,295.4,2025-05-20 12:09:00
T2314328,C00079,P0050,49.34,2025-05-20 05:37:00
T7945344,C00029,P0045,331.61,2025-05-20 07:35:00
T6060209,C00030,P0008,83.84,2025-05-20 18:31:00
T2308314,C00077,P0037,481.89,2025-05-20 07:25:00
T9273853,C00022,P0040,120.85,2025-05-20 03:56:00
T3245881,C00040,P0050,125.01,2025-05-20 07:12:00
T8634311,C00075,P0031,380.26,2025-05-20 09:28:00
T2655981,C00027,P0015,496.71,2025-05-20 12:54:00
T5994668,C00052,P0015,54.49,2025-05-20 10:03:00
T2083666,C00027,P0005,183.57,2025-05-20 02:23:00
T4030091,C00024,P0045,253.77,2025-05-20 04:12:00
T8867480,C00100,P0001,318.8,2025-05-20 00:34:00
T2667285,C00060,P0009,158.57,2025-05-20 09:11:00
T1555078,C00043,P0018,335.14,2025-05-20 19:15:00
T1952722,C00052,P0025,92.59,2025-05-20 23:59:00
T2313964,C00033,P0015,252.09,2025-05-20 07:05:00
T2722572,C00021,P0016,31.47,2025-05-20 12:54:00
T4736538,C00024,P0048,271.84,2025-05-20 02:02:00
T9425300,C00030,P0016,387.16,2025-05-20 18:40:00
T9709412,C00080,P0040,273.96,2025-05-20 11:02:00
T6312424,C00052,P0008,251.04,2025-05-20 09:26:00
T6044093,C00036,P0029,253.88,2025-05-20 08:06:00
T3037997,C00004,P0034,282.03,2025-05-20 07:14:00
T3109921,C00088,P0015,100.1,2025-05-20 08:18:00
T7682676,C00004,P0031,310.2,2025-05-20 15:37:00
T2676912,C00057,P0008,148.37,2025-05-20 14:04:00
T9791071,C00082,P0033,347.3,2025-05-20 01:09:00
T8147578,C00076,P0024,223.89,2025-05-20 09:32:00
T7946164,C00057,P0002,136.45,2025-05-20 01:33:00
T4099207,C00097,P0030,87.74,2025-05-20 21:19:00
T6351445,C00043,P0050,359.12,2025-05-20 03:20:00
T3059869,C00002,P0011,237.57,2025-05-20 16:00:00
T8596877,C00009,P0030,172.71,2025-05-20 12:33:00
T1597987,C00069,P0036,431.61,2025-05-20 11:25:00
T8657250,C00067,P0014,52.79,2025-05-20 17:20:00
T2765337,C00052,P0033,397.61,2025-05-20 08:58:00
T1162802,C00054,P0016,51.48,2025-05-20 11:53:00
T2941866,C00027,P0011,389.28,2025-05-20 03:12:00
T1068306,C00100,P0015,339.39,2025-05-20 16:13:00
T8614924,C00065,P0032,138.1,2025-05-20 13:39:00
T1344585,C00010,P0035,120.31,2025-05-20 02:48:00
T3685583,C00042,P0042,14.22,2025-05-20 10:46:00
T3483520,C00068,P0029,473.75,2025-05-20 08:43:00
T2487350,C00033,P0049,290.76,2025-05-20 10:07:00
T5383737,C00056,P0041,311.7,2025-05-20 00:30:00
T6034905,C00029,P0013,246.26,2025-05-20 10:11:00
T2121939,C00091,P0014,268.27,2025-05-20 20:33:00
T2871902,C00070,P0025,157.75,2025-05-20 12:03:00
T9316536,C00085,P0019,10.32,2025-05-20 01:17:00
T8326057,C00025,P0022,34.76,2025-05-20 11:02:00
T5692003,C00034,P0046,108.33,2025-05-20 02:16:00
T9115983,C00076,P0043,269.0,2025-05-20 17:43:00
T9689318,C00068,P0048,51.85,2025-05-20 00:29:00
T1897070,C00023,P0010,284.65,2025-05-20 22:14:00
T3694090,C00058,P0017,321.34,2025-05-20 00:14:00
T8912260,C00090,P0030,163.6,2025-05-20 08:04:00
T1989452,C00048,P0025,260.56,2025-05-20 13:09:00
T9719247,C00004,P0030,362.93,2025-05-20 03:14:00
T4963404,C00010,P0030,392.51,2025-05-20 08:45:00
T9608300,C00002,P0041,58.35,2025-05-20 03:33:00
T4143538,C00006,P0014,225.24,2025-05-20 05:56:00
T7839537,C00003,P0019,146.27,2025-05-20 15:52:00
T2073561,C00087,P0009,175.8,2025-05-20 14:05:00
T2345341,C00020,P0030,251.86,2025-05-20 08:24:00
T4649859,C00041,P0001,166.23,2025-05-20 00:51:00
T2985711,C00060,P0007,115.73,2025-05-20 14:30:00
T6171354,C00011,P0021,487.96,2025-05-20 06:44:00
T1847316,C00037,P0017,233.66,2025-05-20 21:08:00
T2626436,C00011,P0050,251.25,2025-05-20 02:18:00
T2385678,C00011,P0039,165.77,2025-05-20 05:45:00
T3131468,C00002,P0047,428.4,2025-05-20 11:17:00
T3534757,C00082,P0026,145.6,2025-05-20 03:27:00
T3299626,C00024,P0042,435.18,2025-05-20 18:23:00
T2555450,C00073,P0014,108.55,2025-05-20 11:41:00
T4741403,C00040,P0038,163.88,2025-05-20 12:39:00
T6180035,C00048,P0042,197.44,2025-05-20 19:07:00
T2203831,C00001,P0005,342.95,2025-05-20 04:55:00
T7487694,C00027,P0026,248.61,2025-05-20 22:00:00
T1782862,C00098,P0039,248.51,2025-05-20 19:33:00
T5363223,C00042,P0026,484.28,2025-05-20 17:03:00
T4478161,C00059,P0041,364.63,2025-05-20 20:30:00
T9081446,C00087,P0018,395.12,2025-05-20 04:32:00
T8307650,C00077,P0014,100.05,2025-05-20 04:43:00
T3163523,C00038,P0044,125.3,2025-05-20 09:33:00
T6678683,C00011,P0048,458.23,2025-05-20 23:54:00
T8483442,C00082,P0035,75.75,2025-05-20 23:47:00
T4758782,C00058,P0008,36.41,2025-05-20 23:06:00
T5692831,C00034,P0011,292.25,2025-05-20 16:01:00
T6692274,C00068,P0041,470.04,2025-05-20 20:06:00
T7956874,C00003,P0003,329.74,2025-05-20 17:57:00
T2352144,C00096,P0002,228.27,2025-05-20 02:08:00
T4238973,C00042,P0001,169.7,2025-05-20 17:32:00
T5549857,C00014,P0034,212.15,2025-05-20 09:33:00
T5779477,C00045,P0009,388.91,2025-05-20 04:32:00
T7223107,C00044,P0014,187.36,2025-05-20 07:13:00
T6118787,C00091,P0043,456.67,2025-05-20 15:40:00
T9845313,C00011,P0029,284.54,2025-05-20 11:41:00
T3390027,C00067,P0048,383.87,2025-05-20 20:01:00
T8004432,C00063,P0002,88.74,2025-05-20 11:45:00
T4381222,C00020,P0012,401.32,2025-05-20 21:51:00
T8146486,C00028,P0016,241.03,2025-05-20 06:00:00
T4994884,C00046,P0043,52.93,2025-05-20 17:27:00
T7437885,C00036,P0003,276.92,2025-05-20 10:41:00
T1355654,C00082,P0024,354.49,2025-05-20 03:05:00
T4991029,C00082,P0035,383.06,2025-05-20 10:31:00
T8172443,C00073,P0002,267.85,2025-05-20 02:17:00
T6176271,C00013,P0044,324.85,2025-05-20 18:35:00
T5980703,C00058,P0011,117.43,2025-05-20 18:12:00
T3549784,C00039,P0025,154.06,2025-05-20 11:15:00
T8835686,C00031,P0034,448.01,2025-05-20 08:56:00
T9272103,C00042,P0021,321.4,2025-05-20 12:15:00
T3422488,C00032,P0017,82.1,2025-05-20 17:14:00
T5308102,C00072,P0005,407.93,2025-05-20 08:00:00
T2652788,C00019,P0014,162.75,2025-05-20 08:35:00
T5890051,C00049,P0035,155.55,2025-05-20 08:42:00
T6576571,C00004,P0033,350.42,2025-05-20 18:33:00
T9241261,C00062,P0017,498.37,2025-05-20 13:03:00
T4896402,C00082,P0004,152.57,2025-05-20 08:48:00
T4917841,C00085,P0002,374.06,2025-05-20 15:15:00
T7184277,C00084,P0007,132.91,2025-05-20 10:05:00
T5966773,C00025,P0005,258.38,2025-05-20 02:59:00
T9369814,C00060,P0040,363.68,2025-05-20 02:37:00
T8432242,C00024,P0043,18.89,2025-05-20 21:28:00
T2455944,C00013,P0015,460.38,2025-05-20 10:57:00
T4041566,C00052,P0011,322.46,2025-05-20 15:05:00
T6710889,C00075,P0029,33.48,2025-05-20 04:34:00
T9576413,C00092,P0006,125.08,2025-05-20 13:56:00
T1348614,C00054,P0006,91.46,2025-05-20 05:45:00
T9148149,C00093,P0037,426.63,2025-05-20 09:34:00
T7349078,C00042,P0030,445.1,2025-05-20 14:47:00
T1509407,C00003,P0020,100.15,2025-05-20 23:09:00
T5564885,C00035,P0016,10.28,2025-05-20 09:26:00
T1800816,C00057,P0025,41.32,2025-05-20 15:41:00
T1947227,C00031,P0041,396.13,2025-05-20 17:55:00
T7894985,C00070,P0019,12.48,2025-05-20 16:10:00
T2538533,C00062,P0003,287.01,2025-05-20 19:19:00
T6614333,C00095,P0005,150.54,2025-05-20 17:07:00
T4248772,C00024,P0015,170.19,2025-05-20 13:41:00
T6567883,C00088,P0044,88.28,2025-05-20 12:01:00
T5607058,C00032,P0016,471.49,2025-05-20 10:19:00
T3008445,C00016,P0013,360.0,2025-05-20 15:07:00
T8515404,C00034,P0024,98.56,2025-05-20 15:45:00
T9102865,C00007,P0018,388.3,2025-05-20 05:11:00
T6198029,C00002,P0039,136.83,2025-05-20 02:27:00
T6670479,C00032,P0030,497.08,2025-05-20 06:38:00
T4062422,C00090,P0024,73.48,2025-05-20 15:00:00
T7062519,C00047,P0036,429.81,2025-05-20 19:30:00
T7896483,C00034,P0027,359.88,2025-05-20 15:38:00
T9183359,C00079,P0048,65.65,2025-05-20 22:24:00
T8926001,C00054,P0022,291.48,2025-05-20 19:28:00
T7420028,C00020,P0014,340.37,2025-05-20 16:59:00
T6606365,C00041,P0027,209.76,2025-05-20 22:36:00
T7203527,C00069,P0018,398.45,2025-05-20 23:05:00
T8083600,C00048,P0028,212.34,2025-05-20 06:57:00
T3878535,C00042,P0048,74.76,2025-05-20 18:07:00
T8289029,C00003,P0001,19.67,2025-05-20 13:19:00
T4718227,C00095,P0045,480.26,2025-05-20 09:56:00
T9320665,C00056,P0003,311.13,2025-05-20 00:44:00
T8894585,C00093,P0049,389.0,2025-05-20 01:58:00
T4923454,C00057,P0008,477.88,2025-05-20 03:03:00
T7917338,C00017,P0049,428.98,2025-05-20 13:38:00
T9597762,C00007,P0040,108.67,2025-05-20 00:38:00
T9074029,C00044,P0028,96.35,2025-05-20 05:43:00
T5889288,C00082,P0002,110.6,2025-05-20 18:42:00
T2855139,C00005,P0010,302.12,2025-05-20 15:56:00
T2524383,C00022,P0048,75.51,2025-05-20 06:33:00
T5694711,C00079,P0014,180.7,2025-05-20 00:09:00
T8519955,C00063,P0010,300.46,2025-05-20 04:36:00
T4050666,C00094,P0034,443.62,2025-05-20 21:57:00
T4730862,C00005,P0008,113.6,2025-05-20 21:25:00
T4180427,C00022,P0049,34.16,2025-05-20 08:00:00
T6545397,C00007,P0048,305.97,2025-05-20 14:37:00
T8996563,C00005,P0007,18.72,2025-05-20 18:47:00
T6690176,C00003,P0009,11.3,2025-05-20 10:01:00
T9512313,C00026,P0026,5.54,2025-05-20 08:15:00
T5016252,C00076,P0046,475.25,2025-05-20 22:19:00
T9711241,C00070,P0020,175.42,2025-05-20 16:02:00
T8961118,C00095,P0022,39.54,2025-05-20 13:00:00
T1450169,C00082,P0016,427.16,2025-05-20 12:23:00
T4858242,C00017,P0043,134.58,2025-05-20 13:43:00
T9965173,C00059,P0014,467.61,2025-05-20 15:12:00
T6524826,C00003,P0021,415.01,2025-05-20 15:46:00
T3281754,C00099,P0001,7.32,2025-05-20 05:07:00
T1484639,C00062,P0049,21.24,2025-05-20 09:28:00
T1557537,C00031,P0048,491.69,2025-05-20 04:37:00
T7748682,C00069,P0015,55.01,2025-05-20 20:22:00
T4186481,C00003,P0024,302.09,2025-05-20 12:25:00
T2826083,C00025,P0048,307.63,2025-05-20 07:59:00
T4134242,C00015,P0016,247.93,2025-05-20 01:24:00
T5936836,C00094,P0037,11.45,2025-05-20 04:24:00
T3582284,C00036,P0013,461.26,2025-05-20 13:51:00
T9350035,C00099,P0006,334.77,2025-05-20 03:51:00
T8025541,C00030,P0028,198.93,2025-05-20 12:26:00
T4192466,C00063,P0047,104.89,2025-05-20 02:45:00
T2673879,C00096,P0037,201.76,2025-05-20 14:01:00
T4268813,C00073,P0042,465.65,2025-05-20 22:43:00
